Type,SKU,Name,Published,In stock?,Stock,Backorders allowed?,Parent
variable,relx-pod-pro2-pods,RELX悅刻 POD PRO 2 菸彈,1,1,999,0,
variation,relx-pod-pro2-pods-001,RELX悅刻 POD PRO 2 菸彈 - 可樂冰,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-002,RELX悅刻 POD PRO 2 菸彈 - 冰爽紅茶,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-003,RELX悅刻 POD PRO 2 菸彈 - 老冰棍,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-004,RELX悅刻 POD PRO 2 菸彈 - 沙士汽水,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-005,RELX悅刻 POD PRO 2 菸彈 - 芒果,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-006,RELX悅刻 POD PRO 2 菸彈 - 金桔百香果,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-007,RELX悅刻 POD PRO 2 菸彈 - 勁涼龍井,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-008,RELX悅刻 POD PRO 2 菸彈 - 勁涼檸檬紅茶,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-009,RELX悅刻 POD PRO 2 菸彈 - 勁涼觀音,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-010,RELX悅刻 POD PRO 2 菸彈 - 勁爽薄荷,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-011,RELX悅刻 POD PRO 2 菸彈 - 南極茉莉,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-012,RELX悅刻 POD PRO 2 菸彈 - 洛神花茶,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-013,RELX悅刻 POD PRO 2 菸彈 - 香芋冰淇淋,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-014,RELX悅刻 POD PRO 2 菸彈 - 海鹽檸檬,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-015,RELX悅刻 POD PRO 2 菸彈 - 草莓,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-016,RELX悅刻 POD PRO 2 菸彈 - 荔枝,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-017,RELX悅刻 POD PRO 2 菸彈 - 混合莓果,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-018,RELX悅刻 POD PRO 2 菸彈 - 清涼西瓜,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-019,RELX悅刻 POD PRO 2 菸彈 - 清新薄荷,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-020,RELX悅刻 POD PRO 2 菸彈 - 雪碧,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-021,RELX悅刻 POD PRO 2 菸彈 - 菠蘿,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-022,RELX悅刻 POD PRO 2 菸彈 - 黃金奇異果,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-023,RELX悅刻 POD PRO 2 菸彈 - 極涼青提,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-024,RELX悅刻 POD PRO 2 菸彈 - 極涼青檸,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-025,RELX悅刻 POD PRO 2 菸彈 - 經典菸草,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-026,RELX悅刻 POD PRO 2 菸彈 - 葡萄,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-027,RELX悅刻 POD PRO 2 菸彈 - 零度薄荷,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-028,RELX悅刻 POD PRO 2 菸彈 - 綠豆,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-029,RELX悅刻 POD PRO 2 菸彈 - 綠茶,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-030,RELX悅刻 POD PRO 2 菸彈 - 蜜桃,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-031,RELX悅刻 POD PRO 2 菸彈 - 蜜桃烏龍茶,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-032,RELX悅刻 POD PRO 2 菸彈 - 熱情番石榴,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-033,RELX悅刻 POD PRO 2 菸彈 - 樹頂蘋果,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-034,RELX悅刻 POD PRO 2 菸彈 - 橘子汽水,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-035,RELX悅刻 POD PRO 2 菸彈 - 藍莓,1,1,999,0,relx-pod-pro2-pods
variation,relx-pod-pro2-pods-036,RELX悅刻 POD PRO 2 菸彈 - 覆盆子冰,1,1,999,0,relx-pod-pro2-pods
variable,relx-infinity-pro2-host,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代,1,1,999,0,
variation,relx-infinity-pro2-host-001,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 竹葉青PLUS,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-002,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 玫瑰金PLUS,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-003,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 星際灰PLUS,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-004,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 流光白PLUS,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-005,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 海軍綠,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-006,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 瑪瑙黑,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-007,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 瑪瑙黑PLUS,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-008,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 橄欖金PLUS,1,1,999,0,relx-infinity-pro2-host
variation,relx-infinity-pro2-host-009,RELX悅刻六代 Infinity Pro 2 主機通用4-5-6代 - 霞光紫,1,1,999,0,relx-infinity-pro2-host
variable,relx-phantom-gen5-host,RELX悅刻幻影五代主機 (4代5代6代通用),1,1,999,0,
variation,relx-phantom-gen5-host-001,RELX悅刻幻影五代主機 (4代5代6代通用) - 粉色-RELX-ES2六代主機,1,1,999,0,relx-phantom-gen5-host
variation,relx-phantom-gen5-host-002,RELX悅刻幻影五代主機 (4代5代6代通用) - 紫色-RELX-ES2六代主機,1,1,999,0,relx-phantom-gen5-host
variation,relx-phantom-gen5-host-003,RELX悅刻幻影五代主機 (4代5代6代通用) - 黑色-RELX-ES2六代主機,1,1,999,0,relx-phantom-gen5-host
variation,relx-phantom-gen5-host-004,RELX悅刻幻影五代主機 (4代5代6代通用) - 銀灰-RELX-ES2六代主機,1,1,999,0,relx-phantom-gen5-host
variation,relx-phantom-gen5-host-005,RELX悅刻幻影五代主機 (4代5代6代通用) - RELX幻影六代主機赤焰橘,1,1,999,0,relx-phantom-gen5-host
variation,relx-phantom-gen5-host-006,RELX悅刻幻影五代主機 (4代5代6代通用) - RELX幻影六代主機星河映月,1,1,999,0,relx-phantom-gen5-host
variable,relx-ga8000,RELX GA8000口,1,1,999,0,
variation,relx-ga8000-001,RELX GA8000口 - 冬瓜檸檬茶,1,1,999,0,relx-ga8000
variation,relx-ga8000-002,RELX GA8000口 - 可樂,1,1,999,0,relx-ga8000
variation,relx-ga8000-003,RELX GA8000口 - 巨峰葡萄,1,1,999,0,relx-ga8000
variation,relx-ga8000-004,RELX GA8000口 - 白桃烏龍,1,1,999,0,relx-ga8000
variation,relx-ga8000-005,RELX GA8000口 - 冰川薄荷,1,1,999,0,relx-ga8000
variation,relx-ga8000-006,RELX GA8000口 - 百香果,1,1,999,0,relx-ga8000
variation,relx-ga8000-007,RELX GA8000口 - 西瓜,1,1,999,0,relx-ga8000
variation,relx-ga8000-008,RELX GA8000口 - 西柚百香果,1,1,999,0,relx-ga8000
variation,relx-ga8000-009,RELX GA8000口 - 冷泡龍井,1,1,999,0,relx-ga8000
variation,relx-ga8000-010,RELX GA8000口 - 芒果,1,1,999,0,relx-ga8000
variation,relx-ga8000-011,RELX GA8000口 - 青芒,1,1,999,0,relx-ga8000
variation,relx-ga8000-012,RELX GA8000口 - 南極茉莉,1,1,999,0,relx-ga8000
variation,relx-ga8000-013,RELX GA8000口 - 海鹽檸檬,1,1,999,0,relx-ga8000
variation,relx-ga8000-014,RELX GA8000口 - 荔枝,1,1,999,0,relx-ga8000
variation,relx-ga8000-015,RELX GA8000口 - 混合莓果,1,1,999,0,relx-ga8000
variation,relx-ga8000-016,RELX GA8000口 - 番石柳,1,1,999,0,relx-ga8000
variation,relx-ga8000-017,RELX GA8000口 - 極涼青提,1,1,999,0,relx-ga8000
variation,relx-ga8000-018,RELX GA8000口 - 經典菸草,1,1,999,0,relx-ga8000
variation,relx-ga8000-019,RELX GA8000口 - 葡萄,1,1,999,0,relx-ga8000
variation,relx-ga8000-020,RELX GA8000口 - 綠豆冰,1,1,999,0,relx-ga8000
variation,relx-ga8000-021,RELX GA8000口 - 酸梅番石榴,1,1,999,0,relx-ga8000
variation,relx-ga8000-022,RELX GA8000口 - 鳳梨,1,1,999,0,relx-ga8000
variation,relx-ga8000-023,RELX GA8000口 - 薄荷,1,1,999,0,relx-ga8000
variation,relx-ga8000-024,RELX GA8000口 - 檸檬紅茶,1,1,999,0,relx-ga8000
variation,relx-ga8000-025,RELX GA8000口 - 藍莓,1,1,999,0,relx-ga8000
variation,relx-ga8000-026,RELX GA8000口 - 藍莓菸草,1,1,999,0,relx-ga8000
variation,relx-ga8000-027,RELX GA8000口 - 礦泉水,1,1,999,0,relx-ga8000
variation,relx-ga8000-028,RELX GA8000口 - 鐵觀音,1,1,999,0,relx-ga8000
variable,ilia-gen4-6500,ILIA 4代6500口-一次性拋棄式,1,1,999,0,
variation,ilia-gen4-6500-001,ILIA 4代6500口-一次性拋棄式 - 冬瓜檸檬,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-002,ILIA 4代6500口-一次性拋棄式 - 可樂,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-003,ILIA 4代6500口-一次性拋棄式 - 冰爆葡萄柚,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-004,ILIA 4代6500口-一次性拋棄式 - 百香果,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-005,ILIA 4代6500口-一次性拋棄式 - 老冰棍,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-006,ILIA 4代6500口-一次性拋棄式 - 西瓜,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-007,ILIA 4代6500口-一次性拋棄式 - 沙士,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-008,ILIA 4代6500口-一次性拋棄式 - 芒果,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-009,ILIA 4代6500口-一次性拋棄式 - 芭樂,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-010,ILIA 4代6500口-一次性拋棄式 - 青葡萄,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-011,ILIA 4代6500口-一次性拋棄式 - 哈密瓜,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-012,ILIA 4代6500口-一次性拋棄式 - 烏龍綠茶,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-013,ILIA 4代6500口-一次性拋棄式 - 荔枝,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-014,ILIA 4代6500口-一次性拋棄式 - 雪碧,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-015,ILIA 4代6500口-一次性拋棄式 - 葡萄,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-016,ILIA 4代6500口-一次性拋棄式 - 蜜桃,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-017,ILIA 4代6500口-一次性拋棄式 - 養樂多,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-018,ILIA 4代6500口-一次性拋棄式 - 龍井,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-019,ILIA 4代6500口-一次性拋棄式 - 薄荷,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-020,ILIA 4代6500口-一次性拋棄式 - 檸檬海鹽,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-021,ILIA 4代6500口-一次性拋棄式 - 藍莓,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-022,ILIA 4代6500口-一次性拋棄式 - 蘇打,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-023,ILIA 4代6500口-一次性拋棄式 - 蘋果,1,1,999,0,ilia-gen4-6500
variation,ilia-gen4-6500-024,ILIA 4代6500口-一次性拋棄式 - 鐵觀音,1,1,999,0,ilia-gen4-6500
variable,meel-boost-10000,meeL BOOST10000口-一次性拋棄式,1,1,999,0,
variation,meel-boost-10000-001,meeL BOOST10000口-一次性拋棄式 - 冰棍,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-002,meeL BOOST10000口-一次性拋棄式 - 百香果,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-003,meeL BOOST10000口-一次性拋棄式 - 西瓜,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-004,meeL BOOST10000口-一次性拋棄式 - 芒果,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-005,meeL BOOST10000口-一次性拋棄式 - 芭樂,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-006,meeL BOOST10000口-一次性拋棄式 - 南極冰,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-007,meeL BOOST10000口-一次性拋棄式 - 荔枝,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-008,meeL BOOST10000口-一次性拋棄式 - 莓果,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-009,meeL BOOST10000口-一次性拋棄式 - 雪碧,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-010,meeL BOOST10000口-一次性拋棄式 - 葡萄,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-011,meeL BOOST10000口-一次性拋棄式 - 蜜瓜,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-012,meeL BOOST10000口-一次性拋棄式 - 蜜桃,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-013,meeL BOOST10000口-一次性拋棄式 - 薄荷,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-014,meeL BOOST10000口-一次性拋棄式 - 檸檬,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-015,meeL BOOST10000口-一次性拋棄式 - 藍莓,1,1,999,0,meel-boost-10000
variation,meel-boost-10000-016,meeL BOOST10000口-一次性拋棄式 - 鐵觀音,1,1,999,0,meel-boost-10000
variable,meel-max-6000,meeL MAX-6000口-一次性拋棄式,1,1,999,0,
variation,meel-max-6000-001,meeL MAX-6000口-一次性拋棄式 - 七星爆珠(菸草,1,1,999,0,meel-max-6000
variation,meel-max-6000-002,meeL MAX-6000口-一次性拋棄式 - 冰冰涼涼(冰棍,1,1,999,0,meel-max-6000
variation,meel-max-6000-003,meeL MAX-6000口-一次性拋棄式 - 百香果,1,1,999,0,meel-max-6000
variation,meel-max-6000-004,meeL MAX-6000口-一次性拋棄式 - 西瓜,1,1,999,0,meel-max-6000
variation,meel-max-6000-005,meeL MAX-6000口-一次性拋棄式 - 芒果,1,1,999,0,meel-max-6000
variation,meel-max-6000-006,meeL MAX-6000口-一次性拋棄式 - 芭樂,1,1,999,0,meel-max-6000
variation,meel-max-6000-007,meeL MAX-6000口-一次性拋棄式 - 神仙水,1,1,999,0,meel-max-6000
variation,meel-max-6000-008,meeL MAX-6000口-一次性拋棄式 - 荔枝,1,1,999,0,meel-max-6000
variation,meel-max-6000-009,meeL MAX-6000口-一次性拋棄式 - 密語瓜香,1,1,999,0,meel-max-6000
variation,meel-max-6000-010,meeL MAX-6000口-一次性拋棄式 - 莓果沙拉,1,1,999,0,meel-max-6000
variation,meel-max-6000-011,meeL MAX-6000口-一次性拋棄式 - 雪碧,1,1,999,0,meel-max-6000
variation,meel-max-6000-012,meeL MAX-6000口-一次性拋棄式 - 葡萄,1,1,999,0,meel-max-6000
variation,meel-max-6000-013,meeL MAX-6000口-一次性拋棄式 - 蜜桃,1,1,999,0,meel-max-6000
variation,meel-max-6000-014,meeL MAX-6000口-一次性拋棄式 - 廚師佳釀(啤酒,1,1,999,0,meel-max-6000
variation,meel-max-6000-015,meeL MAX-6000口-一次性拋棄式 - 薄荷,1,1,999,0,meel-max-6000
variation,meel-max-6000-016,meeL MAX-6000口-一次性拋棄式 - 檸檬海鹽,1,1,999,0,meel-max-6000
variation,meel-max-6000-017,meeL MAX-6000口-一次性拋棄式 - 藍莓,1,1,999,0,meel-max-6000
variation,meel-max-6000-018,meeL MAX-6000口-一次性拋棄式 - 鐵觀音,1,1,999,0,meel-max-6000
variable,meel-marbo-9000,MEEL-馬博-9000口,1,1,999,0,
variation,meel-marbo-9000-001,MEEL-馬博-9000口 - 水蜜桃,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-002,MEEL-馬博-9000口 - 百香果,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-003,MEEL-馬博-9000口 - 西瓜,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-004,MEEL-馬博-9000口 - 芒果,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-005,MEEL-馬博-9000口 - 芭樂,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-006,MEEL-馬博-9000口 - 荔枝,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-007,MEEL-馬博-9000口 - 葡萄,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-008,MEEL-馬博-9000口 - 藍莓,1,1,999,0,meel-marbo-9000
variation,meel-marbo-9000-009,MEEL-馬博-9000口 - 鐵觀音,1,1,999,0,meel-marbo-9000
variable,max-g-gen1,MAX-G 一代通用系列 買5送1主機,1,1,999,0,
variation,max-g-gen1-001,MAX-G 一代通用系列 買5送1主機 - 可樂,1,1,999,0,max-g-gen1
variation,max-g-gen1-002,MAX-G 一代通用系列 買5送1主機 - 百香果,1,1,999,0,max-g-gen1
variation,max-g-gen1-003,MAX-G 一代通用系列 買5送1主機 - 老冰棍,1,1,999,0,max-g-gen1
variation,max-g-gen1-004,MAX-G 一代通用系列 買5送1主機 - 西瓜,1,1,999,0,max-g-gen1
variation,max-g-gen1-005,MAX-G 一代通用系列 買5送1主機 - 芒果,1,1,999,0,max-g-gen1
variation,max-g-gen1-006,MAX-G 一代通用系列 買5送1主機 - 荔枝,1,1,999,0,max-g-gen1
variation,max-g-gen1-007,MAX-G 一代通用系列 買5送1主機 - 黑莓,1,1,999,0,max-g-gen1
variation,max-g-gen1-008,MAX-G 一代通用系列 買5送1主機 - 葡萄,1,1,999,0,max-g-gen1
variation,max-g-gen1-009,MAX-G 一代通用系列 買5送1主機 - 蜜桃烏龍,1,1,999,0,max-g-gen1
variation,max-g-gen1-010,MAX-G 一代通用系列 買5送1主機 - 薄荷,1,1,999,0,max-g-gen1
variation,max-g-gen1-011,MAX-G 一代通用系列 買5送1主機 - 檸檬雪碧,1,1,999,0,max-g-gen1
variation,max-g-gen1-012,MAX-G 一代通用系列 買5送1主機 - 蘋果,1,1,999,0,max-g-gen1
variable,ilia-gen1,ILIA 一代系列,1,1,999,0,
variation,ilia-gen1-001,ILIA 一代系列 - 一代可爾必思,1,1,999,0,ilia-gen1
variation,ilia-gen1-002,ILIA 一代系列 - 一代可樂,1,1,999,0,ilia-gen1
variation,ilia-gen1-003,ILIA 一代系列 - 一代冰心蜜桃,1,1,999,0,ilia-gen1
variation,ilia-gen1-004,ILIA 一代系列 - 一代冰泉,1,1,999,0,ilia-gen1
variation,ilia-gen1-005,ILIA 一代系列 - 一代冰葡萄柚,1,1,999,0,ilia-gen1
variation,ilia-gen1-006,ILIA 一代系列 - 一代百香果,1,1,999,0,ilia-gen1
variation,ilia-gen1-007,ILIA 一代系列 - 一代老冰棍,1,1,999,0,ilia-gen1
variation,ilia-gen1-008,ILIA 一代系列 - 一代西瓜,1,1,999,0,ilia-gen1
variation,ilia-gen1-009,ILIA 一代系列 - 一代沙士,1,1,999,0,ilia-gen1
variation,ilia-gen1-010,ILIA 一代系列 - 一代芒果,1,1,999,0,ilia-gen1
variation,ilia-gen1-011,ILIA 一代系列 - 一代奇異果,1,1,999,0,ilia-gen1
variation,ilia-gen1-012,ILIA 一代系列 - 一代芭樂,1,1,999,0,ilia-gen1
variation,ilia-gen1-013,ILIA 一代系列 - 一代青蘋果,1,1,999,0,ilia-gen1
variation,ilia-gen1-014,ILIA 一代系列 - 一代南極冰,1,1,999,0,ilia-gen1
variation,ilia-gen1-015,ILIA 一代系列 - 一代哈密瓜,1,1,999,0,ilia-gen1
variation,ilia-gen1-016,ILIA 一代系列 - 一代草莓,1,1,999,0,ilia-gen1
variation,ilia-gen1-017,ILIA 一代系列 - 一代荔枝,1,1,999,0,ilia-gen1
variation,ilia-gen1-018,ILIA 一代系列 - 一代梨山雪梨,1,1,999,0,ilia-gen1
variation,ilia-gen1-019,ILIA 一代系列 - 一代莓果,1,1,999,0,ilia-gen1
variation,ilia-gen1-020,ILIA 一代系列 - 一代雪碧,1,1,999,0,ilia-gen1
variation,ilia-gen1-021,ILIA 一代系列 - 一代菸草,1,1,999,0,ilia-gen1
variation,ilia-gen1-022,ILIA 一代系列 - 一代葡萄,1,1,999,0,ilia-gen1
variation,ilia-gen1-023,ILIA 一代系列 - 一代綠豆,1,1,999,0,ilia-gen1
variation,ilia-gen1-024,ILIA 一代系列 - 一代蜜桃烏龍,1,1,999,0,ilia-gen1
variation,ilia-gen1-025,ILIA 一代系列 - 一代鳳梨,1,1,999,0,ilia-gen1
variation,ilia-gen1-026,ILIA 一代系列 - 一代龍井,1,1,999,0,ilia-gen1
variation,ilia-gen1-027,ILIA 一代系列 - 一代薄荷,1,1,999,0,ilia-gen1
variation,ilia-gen1-028,ILIA 一代系列 - 一代檸檬海鹽,1,1,999,0,ilia-gen1
variation,ilia-gen1-029,ILIA 一代系列 - 一代藍莓,1,1,999,0,ilia-gen1
variation,ilia-gen1-030,ILIA 一代系列 - 一代寶礦力,1,1,999,0,ilia-gen1
variation,ilia-gen1-031,ILIA 一代系列 - 一代鐵觀音,1,1,999,0,ilia-gen1
variable,tutx-gen1,TUTX一代系列,1,1,999,0,
variation,tutx-gen1-001,TUTX一代系列 - 水梨,1,1,999,0,tutx-gen1
variation,tutx-gen1-002,TUTX一代系列 - 可樂,1,1,999,0,tutx-gen1
variation,tutx-gen1-003,TUTX一代系列 - 奶茶,1,1,999,0,tutx-gen1
variation,tutx-gen1-004,TUTX一代系列 - 百香果,1,1,999,0,tutx-gen1
variation,tutx-gen1-005,TUTX一代系列 - 老冰棍,1,1,999,0,tutx-gen1
variation,tutx-gen1-006,TUTX一代系列 - 西瓜,1,1,999,0,tutx-gen1
variation,tutx-gen1-007,TUTX一代系列 - 沙士,1,1,999,0,tutx-gen1
variation,tutx-gen1-008,TUTX一代系列 - 芒果,1,1,999,0,tutx-gen1
variation,tutx-gen1-009,TUTX一代系列 - 芭樂,1,1,999,0,tutx-gen1
variation,tutx-gen1-010,TUTX一代系列 - 青蘋果,1,1,999,0,tutx-gen1
variation,tutx-gen1-011,TUTX一代系列 - 南極冰,1,1,999,0,tutx-gen1
variation,tutx-gen1-012,TUTX一代系列 - 哈密瓜,1,1,999,0,tutx-gen1
variation,tutx-gen1-013,TUTX一代系列 - 荔枝,1,1,999,0,tutx-gen1
variation,tutx-gen1-014,TUTX一代系列 - 莓果,1,1,999,0,tutx-gen1
variation,tutx-gen1-015,TUTX一代系列 - 雪碧,1,1,999,0,tutx-gen1
variation,tutx-gen1-016,TUTX一代系列 - 菸草,1,1,999,0,tutx-gen1
variation,tutx-gen1-017,TUTX一代系列 - 葡萄,1,1,999,0,tutx-gen1
variation,tutx-gen1-018,TUTX一代系列 - 蜜桃,1,1,999,0,tutx-gen1
variation,tutx-gen1-019,TUTX一代系列 - 鳳梨,1,1,999,0,tutx-gen1
variation,tutx-gen1-020,TUTX一代系列 - 蔓越莓,1,1,999,0,tutx-gen1
variation,tutx-gen1-021,TUTX一代系列 - 龍井,1,1,999,0,tutx-gen1
variation,tutx-gen1-022,TUTX一代系列 - 薄荷,1,1,999,0,tutx-gen1
variation,tutx-gen1-023,TUTX一代系列 - 檸檬海鹽,1,1,999,0,tutx-gen1
variation,tutx-gen1-024,TUTX一代系列 - 藍莓,1,1,999,0,tutx-gen1
variation,tutx-gen1-025,TUTX一代系列 - 礦力,1,1,999,0,tutx-gen1
variation,tutx-gen1-026,TUTX一代系列 - 鐵觀音,1,1,999,0,tutx-gen1
